tx_id,student_id,amount,channel,timestamp
TXN-4E6D87C6,STU77310,53000,Bank,2026-05-11T18:19:13.060738
TXN-CDE3C8EA,STU45695,105000,Wallet,2026-05-05T02:55:13.060738
TXN-18BAE5C0,STU25611,179000,Bank,2026-05-06T02:41:13.060738
TXN-1CE64279,STU32939,194000,Bank,2026-05-09T19:45:13.060738
TXN-406C4359,STU84609,357000,Bank,2026-05-08T17:33:13.060738
TXN-525B6563,STU30929,396000,Bank,2026-05-07T09:33:13.060738
TXN-F65FFD51,STU23878,218000,Bank,2026-05-05T10:16:13.060738
TXN-B6324A1A,STU61032,367000,Wallet,2026-05-05T21:19:13.060738
TXN-6040D9E9,STU54570,140000,Bank,2026-05-11T11:48:13.060738
TXN-40D715DB,STU76214,166000,Wallet,2026-05-05T01:36:13.060738
TXN-63566AB3,STU76789,151000,Wallet,2026-05-05T10:51:13.060738
TXN-8B733FA3,STU84348,216000,Bank,2026-05-10T22:28:13.060738
TXN-AAF63F49,STU67265,401000,Wallet,2026-05-06T21:24:13.060738
TXN-33B5C0BC,STU13019,396000,Wallet,2026-05-09T15:54:13.060738
TXN-4EFC4282,STU54558,487000,Wallet,2026-05-07T22:11:13.060738
TXN-82AC3DF0,STU49920,315000,Bank,2026-05-07T18:37:13.060738
TXN-2AE21296,STU36520,130000,Wallet,2026-05-07T11:37:13.060738
TXN-A1B50A36,STU43647,106000,Wallet,2026-05-10T05:48:13.060738
TXN-299F2F02,STU36370,446000,Bank,2026-05-07T04:17:13.060738
TXN-2697F165,STU80934,134000,Bank,2026-05-05T23:05:13.060738
TXN-ABE9F8F7,STU53263,213000,Bank,2026-05-08T09:03:13.060738
TXN-934DAB61,STU50299,50000,Bank,2026-05-10T07:33:13.060738
TXN-B6AAC5B2,STU66080,271000,Bank,2026-05-05T12:20:13.060738
TXN-1523D085,STU11433,270000,Bank,2026-05-06T17:27:13.060738
TXN-B277796B,STU31637,170000,Bank,2026-05-08T09:04:13.060738
TXN-8CE2FF77,STU36317,244000,Wallet,2026-05-06T02:54:13.060738
TXN-2D765992,STU61089,51000,Wallet,2026-05-07T18:25:13.060738
TXN-3347F3DB,STU91055,55000,Bank,2026-05-08T11:52:13.060738
TXN-9D72BFFB,STU41258,245000,Wallet,2026-05-08T19:00:13.060738
TXN-0FC02DD9,STU45357,77000,Bank,2026-05-10T01:39:13.060738
TXN-F190A29C,STU71372,318000,Wallet,2026-05-09T09:00:13.060738
TXN-C3DDEC44,STU54123,435000,Bank,2026-05-09T05:28:13.060738
TXN-445D3545,STU93524,109000,Wallet,2026-05-04T22:31:13.060738
TXN-63781DD2,STU66327,486000,Wallet,2026-05-08T00:17:13.060738
TXN-4E8A1730,STU44893,348000,Wallet,2026-05-10T02:22:13.060738
TXN-6A722AE7,STU51744,369000,Wallet,2026-05-10T10:49:13.060738
TXN-9D1EA784,STU56674,92000,Wallet,2026-05-05T02:34:13.060738
TXN-1507FF55,STU42467,335000,Bank,2026-05-06T12:16:13.060738
TXN-D7B03BC4,STU73300,121000,Wallet,2026-05-06T14:19:13.060738
TXN-1C36B0A9,STU96153,279000,Bank,2026-05-07T05:58:13.060738
TXN-D9185287,STU39667,166000,Wallet,2026-05-06T05:34:13.060738
TXN-DD1108FD,STU94067,128000,Bank,2026-05-07T23:15:13.060738
TXN-E59BB23C,STU53944,396000,Bank,2026-05-10T05:28:13.060738
TXN-C2AB12F3,STU85603,262000,Bank,2026-05-09T11:00:13.060738
TXN-50CEE966,STU72386,334000,Wallet,2026-05-11T09:44:13.060738
TXN-1878104B,STU13680,453000,Bank,2026-05-10T08:34:13.060738
TXN-70C72265,STU30714,86000,Bank,2026-05-10T12:40:13.060738
TXN-52BFB0D4,STU23680,91000,Bank,2026-05-08T02:05:13.060738
TXN-A4682BEA,STU78462,403000,Wallet,2026-05-08T09:12:13.060738
TXN-9B36EE15,STU37570,218000,Wallet,2026-05-05T01:25:13.060738
TXN-9C903A75,STU79984,370000,Bank,2026-05-08T22:16:13.060738
TXN-5E0E332E,STU30495,115000,Wallet,2026-05-10T15:59:13.060738
TXN-FFCE6D77,STU92690,385000,Bank,2026-05-10T01:45:13.060738
TXN-604B6B8E,STU77185,338000,Bank,2026-05-11T02:55:13.060738
TXN-F9D2B6F4,STU48436,79000,Wallet,2026-05-05T13:50:13.060738
TXN-059B33A2,STU76513,327000,Wallet,2026-05-07T04:58:13.060738
TXN-395FC1AC,STU94224,242000,Bank,2026-05-10T14:45:13.060738
TXN-AAA3D946,STU80304,242000,Wallet,2026-05-10T17:34:13.060738
TXN-3D8119E0,STU20625,249000,Bank,2026-05-11T05:26:13.060738
TXN-5432FB31,STU87305,405000,Bank,2026-05-10T09:32:13.060738
TXN-D0FFAAAD,STU26812,367000,Bank,2026-05-09T03:30:13.060738
TXN-0589E37B,STU12553,348000,Bank,2026-05-07T21:13:13.060738
TXN-8A486368,STU43417,183000,Bank,2026-05-07T16:50:13.060738
TXN-0CA9E509,STU60768,281000,Bank,2026-05-07T21:05:13.060738
TXN-ABDCE9A7,STU97301,259000,Bank,2026-05-05T18:53:13.060738
TXN-43307D3D,STU61103,305000,Wallet,2026-05-07T04:35:13.060738
TXN-32217A3C,STU26164,90000,Wallet,2026-05-09T16:08:13.060738
TXN-9FA95BB3,STU65583,52000,Wallet,2026-05-05T15:06:13.060738
TXN-F5A2C693,STU15032,322000,Bank,2026-05-10T15:47:13.060738
TXN-E4D33E3F,STU81342,314000,Wallet,2026-05-06T02:12:13.060738
TXN-8415BA63,STU85576,116000,Bank,2026-05-09T11:00:13.060738
TXN-0132C9EA,STU24302,166000,Bank,2026-05-09T19:15:13.060738
TXN-97F72633,STU60298,75000,Wallet,2026-05-08T15:36:13.060738
TXN-889DADB2,STU86456,293000,Bank,2026-05-07T18:38:13.060738
TXN-1D389702,STU36560,196000,Wallet,2026-05-09T08:15:13.060738
TXN-C9388137,STU80629,129000,Wallet,2026-05-06T22:50:13.060738
TXN-3C09D285,STU36048,261000,Bank,2026-05-07T06:00:13.060738
TXN-FAA88635,STU90849,301000,Wallet,2026-05-05T18:35:13.060738
TXN-9281B190,STU87350,248000,Bank,2026-05-10T02:03:13.060738
TXN-C3E6C314,STU47955,118000,Wallet,2026-05-08T00:38:13.060738
TXN-A98D9E33,STU38016,180000,Bank,2026-05-09T18:50:13.060738
TXN-1E1BCF5D,STU48169,180000,Bank,2026-05-10T02:18:13.060738
TXN-C91E9B22,STU68586,113000,Wallet,2026-05-06T07:45:13.060738
TXN-DB4E7F9A,STU94374,301000,Bank,2026-05-08T16:53:13.060738
TXN-6200609A,STU32179,61000,Wallet,2026-05-10T18:10:13.060738
TXN-DBAF01EE,STU40454,82000,Wallet,2026-05-09T21:39:13.060738
TXN-AEFE96FD,STU19261,476000,Wallet,2026-05-10T16:07:13.060738
TXN-C4960C50,STU83381,447000,Bank,2026-05-06T11:39:13.060738
TXN-D58A99DC,STU54265,106000,Bank,2026-05-08T05:36:13.060738
TXN-E17B7B78,STU60517,226000,Wallet,2026-05-06T05:10:13.060738
TXN-83FA38B2,STU99051,415000,Wallet,2026-05-06T16:27:13.060738
TXN-BB21A367,STU69585,125000,Wallet,2026-05-06T16:22:13.060738
TXN-674CEFA9,STU69588,63000,Wallet,2026-05-05T09:40:13.060738
TXN-A194F3D9,STU71117,270000,Bank,2026-05-09T11:45:13.060738
TXN-4EDA548C,STU29836,412000,Bank,2026-05-07T11:21:13.060738
TXN-6518297E,STU21144,418000,Bank,2026-05-10T08:34:13.060738
TXN-8A04C675,STU39457,398000,Bank,2026-05-06T02:02:13.060738
TXN-D8FAECF0,STU32321,475000,Bank,2026-05-09T22:20:13.060738
TXN-3FA31444,STU42508,88000,Wallet,2026-05-11T03:35:13.060738
TXN-E7C6F24A,STU15721,314000,Bank,2026-05-10T06:45:13.060738
TXN-6DEA2A2A,STU66081,184000,Bank,2026-05-05T20:34:13.060738
TXN-E448F5D3,STU15205,346000,Wallet,2026-05-10T20:02:13.060738
TXN-CBB819AC,STU44857,351000,Bank,2026-05-11T03:25:13.060738
TXN-1EE248B2,STU54375,60000,Wallet,2026-05-05T15:43:13.060738
TXN-6AF3EBA5,STU85217,75000,Wallet,2026-05-08T05:14:13.060738
TXN-DC836F8A,STU25509,221000,Bank,2026-05-06T12:28:13.060738
TXN-0826BA53,STU98208,92000,Bank,2026-05-07T11:17:13.060738
TXN-9F560D96,STU23581,161000,Wallet,2026-05-10T19:14:13.060738
TXN-60541597,STU35330,103000,Wallet,2026-05-11T02:41:13.060738
TXN-39D26FA4,STU20179,467000,Wallet,2026-05-10T19:47:13.060738
TXN-C559671F,STU77361,264000,Wallet,2026-05-05T06:25:13.060738
TXN-55034187,STU43807,178000,Bank,2026-05-09T14:21:13.060738
TXN-B452DAD3,STU84665,361000,Wallet,2026-05-10T05:49:13.060738
TXN-19A79986,STU23133,74000,Wallet,2026-05-05T15:43:13.060738
TXN-31317E93,STU31225,363000,Wallet,2026-05-08T20:47:13.060738
TXN-7EBB2A1E,STU71736,388000,Bank,2026-05-08T14:21:13.060738
TXN-016244CB,STU12671,198000,Wallet,2026-05-06T18:48:13.060738
TXN-F34755A6,STU54989,327000,Wallet,2026-05-09T04:49:13.060738
TXN-2C3ABEE4,STU43847,376000,Wallet,2026-05-09T08:41:13.060738
TXN-2000FB8B,STU46659,278000,Wallet,2026-05-08T01:16:13.060738
TXN-99CDF958,STU70102,157000,Wallet,2026-05-05T21:26:13.060738
TXN-A60390AC,STU37204,487000,Bank,2026-05-07T07:16:13.060738
TXN-D64B6FEB,STU37424,253000,Bank,2026-05-06T01:38:13.060738
TXN-B445A71C,STU93979,122000,Bank,2026-05-11T10:10:13.060738
TXN-76CDBEF1,STU86572,387000,Bank,2026-05-07T10:41:13.060738
TXN-88A0CC0B,STU95843,433000,Wallet,2026-05-06T13:16:13.060738
TXN-7934BB53,STU95764,195000,Wallet,2026-05-05T20:49:13.060738
TXN-3C3FCC44,STU61302,297000,Wallet,2026-05-05T00:58:13.060738
TXN-76931407,STU59113,327000,Wallet,2026-05-08T13:35:13.060738
TXN-F0AED456,STU35607,183000,Wallet,2026-05-05T11:22:13.060738
TXN-80D518E7,STU24316,140000,Bank,2026-05-06T07:38:13.060738
TXN-E124B56E,STU93839,295000,Bank,2026-05-05T05:04:13.060738
TXN-22C7C962,STU70794,500000,Bank,2026-05-08T05:23:13.060738
TXN-AF06D9AF,STU28120,213000,Wallet,2026-05-06T17:33:13.060738
TXN-4E1EC503,STU59785,394000,Bank,2026-05-09T22:51:13.060738
TXN-93AFC5CB,STU36268,275000,Bank,2026-05-07T17:53:13.060738
TXN-971D5A3B,STU19856,314000,Wallet,2026-05-06T14:22:13.060738
TXN-9D339E89,STU82851,106000,Bank,2026-05-06T17:25:13.060738
TXN-4BAA3013,STU17651,156000,Wallet,2026-05-11T06:49:13.060738
TXN-201B9304,STU13652,64000,Bank,2026-05-06T04:05:13.060738
TXN-D867DADC,STU36909,287000,Bank,2026-05-07T19:55:13.060738
TXN-1AFDB06A,STU32264,427000,Wallet,2026-05-10T06:43:13.060738
TXN-4DA7A454,STU44915,319000,Bank,2026-05-05T21:26:13.060738
TXN-5E13B1D5,STU87668,311000,Bank,2026-05-06T04:35:13.060738
TXN-D01F3678,STU52657,240000,Bank,2026-05-05T08:40:13.060738
TXN-97431E7D,STU11098,212000,Wallet,2026-05-06T18:57:13.060738
TXN-DAFB153E,STU60741,487000,Wallet,2026-05-06T04:33:13.060738
TXN-8BE3C251,STU53828,357000,Bank,2026-05-09T14:20:13.060738
TXN-5413974F,STU80103,153000,Bank,2026-05-11T14:36:13.060738
TXN-58550AAE,STU55594,433000,Bank,2026-05-04T23:22:13.060738
TXN-BAB7F6F9,STU67181,313000,Wallet,2026-05-11T18:36:13.060738
TXN-5D41E09B,STU92042,90000,Bank,2026-05-09T03:27:13.060738
TXN-43F34C56,STU24119,428000,Wallet,2026-05-06T13:47:13.060738
TXN-463EEB39,STU51891,125000,Wallet,2026-05-11T11:43:13.060738
TXN-4987F6A9,STU32941,485000,Bank,2026-05-09T15:23:13.060738
TXN-071ACBE7,STU33607,86000,Bank,2026-05-07T15:29:13.060738
TXN-0F52557E,STU88191,82000,Wallet,2026-05-05T23:35:13.060738
TXN-5EEA6643,STU81188,403000,Wallet,2026-05-10T07:29:13.060738
TXN-5FFA3840,STU70669,372000,Wallet,2026-05-07T11:32:13.060738
TXN-4B066284,STU37375,225000,Wallet,2026-05-06T09:25:13.060738
TXN-7402B0BB,STU96671,372000,Wallet,2026-05-07T18:26:13.060738
TXN-BABE7273,STU70308,434000,Bank,2026-05-06T06:41:13.060738
TXN-08E5AFC3,STU24619,174000,Bank,2026-05-05T23:35:13.060738
TXN-C8973ECE,STU17822,490000,Bank,2026-05-09T04:53:13.060738
TXN-97EAD33F,STU45110,126000,Wallet,2026-05-06T17:35:13.060738
TXN-7DA946CE,STU29563,313000,Bank,2026-05-05T23:09:13.060738
TXN-6769A14D,STU29269,356000,Wallet,2026-05-08T08:55:13.060738
TXN-D977201A,STU62016,129000,Bank,2026-05-05T06:04:13.060738
TXN-9779771C,STU54302,387000,Bank,2026-05-11T01:45:13.060738
TXN-86421572,STU71856,306000,Wallet,2026-05-05T05:59:13.060738
TXN-D87B03EE,STU65908,363000,Wallet,2026-05-07T02:54:13.060738
TXN-41EBB594,STU61178,138000,Bank,2026-05-10T07:19:13.060738
TXN-7EA8D641,STU86222,124000,Bank,2026-05-05T01:56:13.060738
TXN-2B3CE6D7,STU32230,340000,Wallet,2026-05-07T12:44:13.060738
TXN-3938216A,STU86034,338000,Bank,2026-05-11T19:23:13.060738
TXN-6374EF60,STU51620,233000,Bank,2026-05-10T21:19:13.060738
TXN-9CC566BE,STU23372,188000,Wallet,2026-05-11T13:48:13.060738
TXN-6A33ECBE,STU12947,376000,Bank,2026-05-11T04:10:13.060738
TXN-69DBD053,STU81916,371000,Wallet,2026-05-09T11:04:13.060738
TXN-71F2D019,STU96259,102000,Bank,2026-05-07T08:03:13.060738
TXN-482D7BB0,STU24502,473000,Wallet,2026-05-08T20:50:13.060738
TXN-0B703FB3,STU87691,449000,Wallet,2026-05-11T15:30:13.060738
TXN-3E48EFE3,STU35069,383000,Bank,2026-05-06T19:08:13.060738
TXN-CE518ED0,STU61818,57000,Bank,2026-05-05T13:50:13.060738
TXN-8D8F5292,STU19244,381000,Bank,2026-05-07T19:16:13.060738
TXN-FB09EF55,STU11287,193000,Wallet,2026-05-05T03:02:13.060738
TXN-405C5728,STU24385,157000,Wallet,2026-05-09T14:50:13.060738
TXN-4189AAA9,STU34702,375000,Bank,2026-05-09T17:51:13.060738
TXN-1CF37147,STU21532,276000,Bank,2026-05-09T15:37:13.060738
TXN-906AA28C,STU26516,252000,Wallet,2026-05-09T23:06:13.060738
TXN-B6591008,STU17229,398000,Bank,2026-05-09T09:12:13.060738
TXN-2BCFC7F4,STU76219,459000,Bank,2026-05-05T11:31:13.060738
TXN-C192061D,STU91701,361000,Bank,2026-05-05T13:46:13.060738
TXN-7055E5C9,STU63049,306000,Bank,2026-05-06T22:41:13.060738
TXN-6B9A38B4,STU39364,185000,Wallet,2026-05-11T18:30:13.060738
TXN-BD34EA22,STU74100,122000,Wallet,2026-05-05T14:12:13.060738
TXN-696C28EA,STU77902,152000,Bank,2026-05-07T12:56:13.060738
TXN-42F7E130,STU75912,261000,Wallet,2026-05-09T00:22:13.060738
TXN-C199E492,STU43024,283000,Wallet,2026-05-05T11:48:13.060738
TXN-F39CEF47,STU66708,356000,Wallet,2026-05-11T06:34:13.060738
TXN-5575E29C,STU68862,233000,Bank,2026-05-10T21:49:13.060738
TXN-BCFE42A0,STU16712,363000,Wallet,2026-05-05T18:00:13.060738
TXN-5CA07A2C,STU71151,150000,Bank,2026-05-09T12:23:13.060738
TXN-6DA18A31,STU42827,276000,Bank,2026-05-10T23:59:13.060738
TXN-E3609BB1,STU64456,470000,Bank,2026-05-08T00:19:13.060738
TXN-F08365C2,STU75233,202000,Bank,2026-05-06T21:14:13.060738
TXN-F8CECEBB,STU59736,62000,Wallet,2026-05-09T06:34:13.060738
TXN-5D0D4C91,STU30397,470000,Bank,2026-05-10T18:20:13.060738
TXN-5F230783,STU28640,268000,Bank,2026-05-08T16:34:13.060738
TXN-D899F1D1,STU50262,490000,Wallet,2026-05-08T02:53:13.060738
TXN-0C6E3C3A,STU48963,226000,Bank,2026-05-10T19:51:13.060738
TXN-AD1AE1B9,STU57101,230000,Wallet,2026-05-09T05:48:13.060738
TXN-5B466014,STU62613,465000,Wallet,2026-05-09T06:50:13.060738
TXN-C49B3E80,STU60473,246000,Wallet,2026-05-04T23:18:13.060738
TXN-26578C9E,STU23267,194000,Wallet,2026-05-07T22:42:13.060738
TXN-E266F6CF,STU52919,454000,Wallet,2026-05-09T19:43:13.060738
TXN-BBA22CAE,STU77470,440000,Bank,2026-05-10T19:59:13.060738
TXN-F201241E,STU16839,333000,Wallet,2026-05-10T15:47:13.060738
TXN-F3D8E860,STU34893,84000,Bank,2026-05-11T05:12:13.060738
TXN-9CAF08B1,STU92890,250000,Bank,2026-05-05T02:26:13.060738
TXN-7BE83732,STU27411,140000,Wallet,2026-05-07T01:37:13.060738
TXN-8EDDCEAF,STU28385,134000,Wallet,2026-05-09T20:15:13.060738
TXN-5BA0DF49,STU43135,102000,Bank,2026-05-05T20:54:13.060738
TXN-FF4459BE,STU23607,88000,Bank,2026-05-05T20:00:13.060738
TXN-CE252532,STU32708,293000,Wallet,2026-05-10T20:23:13.060738
TXN-7DBB6D0D,STU68966,400000,Wallet,2026-05-07T02:52:13.060738
TXN-018C91C5,STU17224,354000,Wallet,2026-05-05T16:09:13.060738
TXN-3320900C,STU13931,100000,Bank,2026-05-05T20:18:13.060738
TXN-D8D382FB,STU50993,176000,Wallet,2026-05-06T01:57:13.060738
TXN-A24048ED,STU58389,64000,Wallet,2026-05-11T07:11:13.060738
TXN-30E6E4DE,STU65762,412000,Wallet,2026-05-07T14:44:13.060738
TXN-E6EF034F,STU35898,207000,Bank,2026-05-05T22:45:13.060738
TXN-89D78516,STU21689,74000,Bank,2026-05-09T05:58:13.060738
TXN-5716C27E,STU13489,291000,Bank,2026-05-11T06:40:13.060738
TXN-D7F9476D,STU97582,61000,Wallet,2026-05-06T07:40:13.060738
TXN-46C3B93C,STU50818,112000,Wallet,2026-05-06T23:28:13.060738
TXN-1E0E5F0E,STU11409,174000,Bank,2026-05-09T13:57:13.060738
TXN-02448F98,STU26336,471000,Bank,2026-05-06T10:18:13.060738
TXN-74195300,STU51548,315000,Bank,2026-05-11T08:36:13.060738
TXN-8B477527,STU47118,152000,Wallet,2026-05-06T21:36:13.060738
TXN-B2B37629,STU31375,314000,Bank,2026-05-06T17:11:13.060738
TXN-A505B799,STU38189,413000,Bank,2026-05-07T08:27:13.060738
TXN-99B10E16,STU91383,194000,Wallet,2026-05-09T16:25:13.060738
TXN-DC342D58,STU36035,380000,Wallet,2026-05-07T08:28:13.060738
TXN-6433B00F,STU61233,98000,Wallet,2026-05-05T03:55:13.060738
TXN-57E0708C,STU87311,307000,Bank,2026-05-10T13:32:13.060738
TXN-1D42D1AD,STU26231,290000,Wallet,2026-05-11T17:47:13.060738
TXN-66AC3DB7,STU97864,134000,Bank,2026-05-10T16:16:13.060738
TXN-F6F5A777,STU38812,419000,Wallet,2026-05-11T18:05:13.060738
TXN-5F4C820E,STU84653,438000,Bank,2026-05-07T17:41:13.060738
TXN-D39E49F2,STU61658,355000,Bank,2026-05-08T09:12:13.060738
TXN-2DAAE4B3,STU70229,100000,Wallet,2026-05-09T22:40:13.060738
TXN-B8F13630,STU99773,80000,Wallet,2026-05-09T04:11:13.060738
TXN-C2106625,STU17892,194000,Bank,2026-05-07T08:02:13.060738
TXN-8DA04867,STU82277,261000,Wallet,2026-05-08T21:48:13.060738
TXN-BBC9A0C6,STU19267,311000,Bank,2026-05-11T10:18:13.060738
TXN-5DFB2FB5,STU70772,408000,Bank,2026-05-06T13:46:13.060738
TXN-3F5CD1C3,STU64393,410000,Bank,2026-05-05T02:04:13.060738
TXN-171A1580,STU88756,481000,Bank,2026-05-11T05:56:13.060738
TXN-5389C6E3,STU15956,177000,Bank,2026-05-06T01:23:13.060738
TXN-BFFC8A50,STU41470,429000,Wallet,2026-05-10T05:45:13.060738
TXN-91CB3E74,STU30381,316000,Bank,2026-05-07T03:11:13.060738
TXN-E3499B3C,STU91404,274000,Wallet,2026-05-07T06:24:13.060738
TXN-8340C7DB,STU44698,66000,Bank,2026-05-07T02:33:13.060738
TXN-B606AAB3,STU15616,484000,Bank,2026-05-10T21:41:13.060738
TXN-D6E3154A,STU39665,67000,Wallet,2026-05-11T14:23:13.060738
TXN-EB619A0C,STU72339,205000,Wallet,2026-05-11T10:46:13.060738
TXN-CFE4F212,STU27622,339000,Wallet,2026-05-05T03:14:13.060738
TXN-9113D78A,STU91343,240000,Bank,2026-05-11T15:54:13.060738
TXN-24F0D82D,STU11706,377000,Wallet,2026-05-08T06:45:13.060738
TXN-4440CF63,STU56318,315000,Wallet,2026-05-10T14:36:13.060738
TXN-535DD809,STU51243,500000,Wallet,2026-05-10T21:31:13.060738
TXN-32377215,STU90903,163000,Wallet,2026-05-07T13:39:13.060738
TXN-088023C6,STU74688,193000,Wallet,2026-05-09T21:51:13.060738
TXN-38868AE1,STU17517,345000,Bank,2026-05-09T15:32:13.060738
TXN-A62D09C5,STU12602,65000,Bank,2026-05-06T15:03:13.060738
TXN-4D6849D8,STU71587,393000,Wallet,2026-05-07T21:38:13.060738
TXN-DAE6DA1F,STU12995,190000,Wallet,2026-05-07T08:53:13.060738
TXN-39EDF5E8,STU11524,399000,Bank,2026-05-08T14:34:13.060738
TXN-27EF5E76,STU60900,385000,Bank,2026-05-06T21:23:13.060738
TXN-70CBF35D,STU51700,338000,Wallet,2026-05-05T10:38:13.060738
TXN-054BFE1B,STU74364,496000,Bank,2026-05-09T20:12:13.060738
TXN-C08FF49D,STU71565,446000,Wallet,2026-05-09T16:28:13.060738
TXN-C7622EFD,STU98414,492000,Wallet,2026-05-08T13:58:13.060738
TXN-E70D6D68,STU35469,119000,Bank,2026-05-05T20:36:13.060738
TXN-E2A6073E,STU99584,488000,Wallet,2026-05-08T13:25:13.060738
TXN-E079BDCD,STU99321,493000,Bank,2026-05-10T18:47:13.060738
TXN-756DC28E,STU98728,150000,Bank,2026-05-08T21:33:13.060738
TXN-16B7A3F5,STU93158,390000,Wallet,2026-05-08T15:45:13.060738
TXN-55218B94,STU26635,436000,Bank,2026-05-05T05:57:13.060738
TXN-A85DE2F8,STU64725,361000,Bank,2026-05-09T17:20:13.060738
TXN-77AAAC93,STU84926,336000,Bank,2026-05-06T08:33:13.060738
TXN-F8776985,STU40845,453000,Bank,2026-05-11T13:54:13.060738
TXN-1486D597,STU17413,470000,Bank,2026-05-07T02:08:13.060738
TXN-E8FEB4C9,STU23864,387000,Wallet,2026-05-07T07:24:13.060738
TXN-11948646,STU17161,175000,Bank,2026-05-09T14:09:13.060738
TXN-9EBFC70A,STU28531,267000,Bank,2026-05-08T01:24:13.060738
TXN-B4DE8CA9,STU23998,329000,Bank,2026-05-09T14:00:13.060738
TXN-CCA3919D,STU98894,296000,Wallet,2026-05-09T11:20:13.060738
TXN-4A419E91,STU51094,173000,Wallet,2026-05-11T03:01:13.060738
TXN-F1E0D7AE,STU93199,444000,Bank,2026-05-08T16:33:13.060738
TXN-BEC0ACE8,STU89205,125000,Wallet,2026-05-10T02:51:13.060738
TXN-2FDB48C9,STU50075,196000,Wallet,2026-05-10T14:33:13.060738
TXN-B9C7E3F3,STU95537,394000,Bank,2026-05-06T09:19:13.060738
TXN-B5B764BF,STU70571,292000,Wallet,2026-05-05T23:52:13.060738
TXN-BE033E20,STU91771,262000,Wallet,2026-05-06T20:00:13.060738
TXN-1818FBD9,STU88572,445000,Bank,2026-05-07T08:18:13.060738
TXN-C10A5797,STU28532,125000,Bank,2026-05-10T19:52:13.060738
TXN-C70F71A5,STU26510,310000,Bank,2026-05-06T22:34:13.060738
TXN-B9D74B15,STU70072,281000,Bank,2026-05-07T10:33:13.060738
TXN-6672A778,STU48178,199000,Wallet,2026-05-09T04:12:13.060738
TXN-4C92A150,STU39036,353000,Wallet,2026-05-11T17:06:13.060738
TXN-C5A3E497,STU15655,123000,Wallet,2026-05-06T18:33:13.060738
TXN-ED1377C5,STU51473,243000,Bank,2026-05-05T15:19:13.060738
TXN-3D9D2B33,STU32553,445000,Wallet,2026-05-07T22:59:13.060738
TXN-60323E6B,STU30419,217000,Bank,2026-05-11T17:21:13.060738
TXN-C09BE196,STU60521,156000,Wallet,2026-05-08T23:16:13.060738
TXN-D993CDE8,STU13570,244000,Wallet,2026-05-10T17:54:13.060738
TXN-D3B05D8B,STU14382,211000,Bank,2026-05-11T04:07:13.060738
TXN-8650F5C6,STU43254,216000,Wallet,2026-05-07T21:32:13.060738
TXN-9195204C,STU20405,133000,Wallet,2026-05-06T06:45:13.060738
TXN-D798D1AB,STU59501,420000,Bank,2026-05-08T20:49:13.060738
TXN-CC845645,STU83639,204000,Bank,2026-05-09T07:54:13.060738
TXN-C3875E7D,STU37495,112000,Bank,2026-05-11T19:26:13.060738
TXN-E62CB848,STU38644,66000,Bank,2026-05-10T06:55:13.060738
TXN-22A4FDBF,STU45416,430000,Wallet,2026-05-07T14:28:13.060738
TXN-2C10D626,STU63576,315000,Bank,2026-05-07T02:29:13.060738
TXN-6D0D98BA,STU21907,238000,Bank,2026-05-07T14:13:13.060738
TXN-4445DEC5,STU20198,453000,Bank,2026-05-08T05:42:13.060738
TXN-FAB69B95,STU63795,306000,Wallet,2026-05-10T01:55:13.060738
TXN-21CD0B3C,STU16196,200000,Wallet,2026-05-09T08:47:13.060738
TXN-2011212B,STU20546,379000,Wallet,2026-05-11T18:05:13.060738
TXN-34149097,STU15117,257000,Bank,2026-05-07T06:19:13.060738
TXN-A1343743,STU73082,284000,Wallet,2026-05-11T17:54:13.060738
TXN-7EEE4B3F,STU52423,357000,Bank,2026-05-09T07:15:13.060738
TXN-4226DF55,STU54689,248000,Bank,2026-05-07T08:25:13.060738
TXN-858A264C,STU56562,171000,Wallet,2026-05-06T03:09:13.060738
TXN-AD0C876F,STU82518,472000,Wallet,2026-05-07T23:02:13.060738
TXN-6B2B7DAD,STU83308,203000,Wallet,2026-05-07T17:08:13.060738
TXN-97664F78,STU30402,304000,Wallet,2026-05-10T02:03:13.060738
TXN-D0EC0E56,STU73766,295000,Bank,2026-05-10T19:33:13.060738
TXN-02488762,STU95967,500000,Bank,2026-05-10T22:29:13.060738
TXN-38EADCA1,STU55809,307000,Wallet,2026-05-08T19:40:13.060738
TXN-2DD1F25A,STU59944,331000,Bank,2026-05-10T01:14:13.060738
TXN-DB308751,STU28624,68000,Wallet,2026-05-07T09:32:13.060738
TXN-3426867F,STU91085,155000,Wallet,2026-05-07T08:54:13.060738
TXN-18A80E88,STU83007,156000,Wallet,2026-05-10T05:42:13.060738
TXN-E84AD3BA,STU23932,197000,Wallet,2026-05-07T13:56:13.060738
TXN-06D7C5B2,STU98686,446000,Wallet,2026-05-08T04:53:13.060738
TXN-6205BFC9,STU15765,63000,Bank,2026-05-09T11:09:13.060738
TXN-C002D996,STU91814,383000,Wallet,2026-05-05T16:06:13.060738
TXN-600E9D3A,STU58088,237000,Bank,2026-05-09T03:23:13.060738
TXN-D0F81919,STU45107,393000,Wallet,2026-05-05T16:14:13.060738
TXN-77C28E9E,STU36991,409000,Bank,2026-05-05T22:27:13.060738
TXN-1136618A,STU84959,87000,Bank,2026-05-08T11:18:13.060738
TXN-A39BEF5C,STU92033,464000,Wallet,2026-05-06T19:21:13.060738
